id,supplier,parentSupplier,zone,country,category,kpiApplicability,invoiceOnTimeCount,totalPoLines,year,month
iot-15891,Van Uitert BV,STICHTING ADMINISTRATIEKANTOOR WINAR BEHEER,EUR,Belgium,MAINTENANCE,Applicable,1,1,2026,2
iot-15892,Van den Bosch Transporten BV,P.J.M.M. van den Bosch Holding B.V.,EUR,Belgium,LOGISTICS,Applicable,2,2,2026,2
iot-15893,Vandeputte Safety,V12,EUR,Belgium,CUSTOMERS,Applicable,0,1,2026,2
iot-15894,Vandeputte Safety,V12,EUR,Belgium,MAINTENANCE,Applicable,7,25,2026,2
iot-15895,Vandeputte Safety,V12,EUR,Belgium,SERVICES,Applicable,1,2,2026,2
iot-15896,Vandeputte Safety,V12,EUR,Belgium,WORKING AND SAFETY MATERIALS,Applicable,2,9,2026,2
iot-15897,Vanheede Environmental Logistics NV,Vanheede Environment Group,EUR,Belgium,SERVICES,Applicable,2,3,2026,2
iot-15898,Veolia Water Tech. & Sol. (UK) LP,VEOLIA WATER TECHNOLOGIES & SOLUTIONS (UK) LIMITED PARTNERSHIP,EUR,United Kingdom,AUXILIARY MATERIALS,Applicable,0,1,2026,2
iot-15899,Veolia Water Technologies bv,VEOLIA ENVIRONNEMENT,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,2,2,2026,2
iot-15900,Verallia Deutschland AG,Verallia,EUR,Belgium,BOTTLES,Applicable,49,51,2026,2
iot-15901,Verallia Deutschland AG,Verallia,EUR,Germany,BOTTLES,Applicable,58,58,2026,2
iot-15902,Vetreria di Borgonovo S.p.A.,VETRERIA DI BORGONOVO SPA,EUR,Italy,SALES,Applicable,0,3,2026,2
iot-15903,Vianet Group PL,VIANET GROUP PLC,EUR,United Kingdom,CUSTOMERS,Applicable,1,1,2026,2
iot-15904,Videojet Technologies B.V.,DANAHER HK HOLDINGS LIMITED,EUR,The Netherlands,MAINTENANCE,Applicable,1,1,2026,2
iot-15905,Videojet Technologies B.V.,DANAHER HK HOLDINGS LIMITED,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,1,1,2026,2
iot-15906,Videojet Technologies GmbH,EAS Finance GM GmbH,EUR,Germany,AUXILIARY MATERIALS,Applicable,1,1,2026,2
iot-15907,Videojet Technologies GmbH,EAS Finance GM GmbH,EUR,Germany,MAINTENANCE,Applicable,2,2,2026,2
iot-15908,Videojet Technologies Ltd,Danaher Corporation,EUR,United Kingdom,MAINTENANCE,Applicable,1,1,2026,2
iot-15909,Viking Malt Sp z o.o.,Polttimo Oy,EUR,Belgium,MALT,Applicable,1,1,2026,2
iot-15910,Viking Netherlands B.V.,KCF,EUR,The Netherlands,OFFICE UTILITIES,Applicable,6,6,2026,2
iot-15911,Viking Office Belgium BV.,Viking Office Belgium,EUR,Belgium,OFFICE UTILITIES,Applicable,19,21,2026,2
iot-15912,Viking Office Belgium BV.,Viking Office Belgium,EUR,Belgium,PACKAGING,Applicable,4,4,2026,2
iot-15913,Viking Office Deutschland GmbH,KCF,EUR,Germany,OFFICE UTILITIES,Applicable,6,24,2026,2
iot-15914,Viking Office UK Limited,VIKING OFFICE UK LIMITED,EUR,United Kingdom,OFFICE UTILITIES,Applicable,3,3,2026,2
iot-15915,Vilsa-Brunnen,Rodekohr Holding GmbH & Co.KG,EUR,Germany,FINISHED PRODUCTS,Applicable,5,5,2026,2
iot-15916,Vincent Logistics,STOCKAGE INDUSTRIEL INVEST S.A.,EUR,Belgium,LOGISTICS,Applicable,2,2,2026,2
iot-15917,Vincent Logistics,STOCKAGE INDUSTRIEL INVEST S.A.,EUR,Belgium,PACKAGING,Applicable,1,1,2026,2
iot-15918,Vincent Logistics,VINCENT LOGISTICS,EUR,Belgium,LEASES AND RENTALS,Applicable,5,5,2026,2
iot-15919,Vincent Logistics,VINCENT LOGISTICS,EUR,Belgium,LOGISTICS,Applicable,6,6,2026,2
iot-15920,Volvo Group Belgium,AB Volvo,EUR,Belgium,LOGISTICS,Applicable,22,23,2026,2
iot-15921,Vormgenoten B.V.,Royal Woods B.V.,EUR,The Netherlands,LOGISTICS,Applicable,1,1,2026,2
iot-15922,Vormgenoten B.V.,Royal Woods B.V.,EUR,The Netherlands,OFFICE UTILITIES,Applicable,3,3,2026,2
iot-15923,Vulcain Engineering SPRL,ENGINEERING FOR GOOD HOLDINGS,EUR,Belgium,MAINTENANCE,Applicable,1,1,2026,2
iot-15924,W.Hoyer KG,W.Hoyer KG,EUR,Germany,ENERGY & FLUIDS,Applicable,2,2,2026,2
iot-15925,WATERS,WATERS,EUR,Belgium,MAINTENANCE,Applicable,2,2,2026,2
iot-15926,WATERS,WATERS,EUR,Belgium,OTHER CONSUMABLES,Applicable,1,1,2026,2
iot-15927,WB VERPACKUNGEN GMBH,H.O. Persiehl (GmbH & Co.) KG,EUR,Belgium,FOLDING CARTONS,Applicable,5,5,2026,2
iot-15928,WB VERPACKUNGEN GMBH,H.O. Persiehl (GmbH & Co.) KG,EUR,Germany,FOLDING CARTONS,Applicable,25,27,2026,2
iot-15929,WE-ID,Cidron Lion SARL,EUR,The Netherlands,PEOPLE,Applicable,1,1,2026,2
iot-15930,WESTROCK CZ - SVITAVY,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,EUR,Belgium,FOLDING CARTONS,Applicable,2,7,2026,2
iot-15931,WESTROCK CZ - SVITAVY,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,EUR,Germany,FOLDING CARTONS,Applicable,3,14,2026,2
iot-15932,WESTROCK Germany - TRIER,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,EUR,Belgium,FOLDING CARTONS,Applicable,26,26,2026,2
iot-15933,WESTROCK Germany - TRIER,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,EUR,Belgium,MAINTENANCE,Applicable,1,1,2026,2
iot-15934,WESTROCK Germany - TRIER,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,EUR,Germany,MAINTENANCE,Applicable,2,2,2026,2
iot-15935,WESTROCK Germany - TRIER,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,EUR,The Netherlands,FOLDING CARTONS,Applicable,10,10,2026,2
iot-15936,WEYNANTS,Aegir,EUR,Belgium,CORRUGATED BOARD,Applicable,3,3,2026,2
iot-15937,WEYNANTS,Aegir,EUR,Belgium,FINISHED PRODUCTS,Applicable,13,13,2026,2
iot-15938,WEYNANTS,Aegir,EUR,Belgium,PALLETS,Applicable,5,5,2026,2
iot-15939,WIJ Advocaten B.V.,WIJ Advocaten B.V.,EUR,The Netherlands,LEGAL,Applicable,1,1,2026,2
iot-15940,WIMMER MASCHINENTRANSPORTE GmbH,Felbermayr Holding GmbH,EUR,Germany,MAINTENANCE,Applicable,3,3,2026,2
iot-15941,WISAG Produktionsservice GmbH,AVECO Holding Aktiengesellschaft,EUR,Germany,MAINTENANCE,Applicable,8,12,2026,2
iot-15942,WISAG Produktionsservice GmbH,AVECO Holding Aktiengesellschaft,EUR,Germany,SERVICES,Applicable,0,2,2026,2
iot-15943,WURTH BELGIE,Adolf Würth GmbH & Co. KG,EUR,Belgium,MAINTENANCE,Applicable,2,2,2026,2
iot-15944,WYBO,TRANSPORT WYBO,EUR,Belgium,LOGISTICS,Applicable,2,2,2026,2
iot-15945,Warsteiner Brauerei,Haus Cramer Holding KG,EUR,Germany,FINISHED PRODUCTS,Applicable,1,1,2026,2
iot-15946,Warsteiner Brauerei,Haus Cramer Holding KG,EUR,Germany,PALLETS,Applicable,1,1,2026,2
iot-15947,Watertown Hops Company A,Molson Coors Beverage Company,EUR,The Netherlands,HOPS,Applicable,0,1,2026,2
iot-15948,Watt Development SPV 5 S.L.U,WATT DEVELOPMENT,EUR,Belgium,ENERGY & FLUIDS,Applicable,0,1,2026,2
iot-15949,"Watt Development SPV 6, S.L.U",WATT DEVELOPMENT,EUR,Belgium,ENERGY & FLUIDS,Applicable,0,1,2026,2
iot-15950,"Watt Development SPV 7, S.L.U",WATT DEVELOPMENT,EUR,Belgium,ENERGY & FLUIDS,Applicable,1,1,2026,2
iot-15951,We Create Sweden AB,WE CREATE,EUR,Sweden,MARKETING,Applicable,1,3,2026,2
iot-15952,Weebers Vastgoed Advocaten N.V.,REless B.V.,EUR,The Netherlands,LEGAL,Applicable,19,19,2026,2
iot-15953,Welbilt (Halesowen) Ltd,Ali Group North America Corporation,EUR,United Kingdom,BEER DISPENSE MATERIALS,Applicable,6,6,2026,2
iot-15954,Wero-medical,Vality Familienstiftung,EUR,Germany,PEOPLE,Applicable,1,1,2026,2
iot-15955,Weser-Trans Bremen GmbH,L.I.T. AG,EUR,Germany,LOGISTICS,Applicable,8,8,2026,2
iot-15956,WestRock Packaging Systems UK Ltd,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,EUR,United Kingdom,MAINTENANCE,Applicable,7,11,2026,2
iot-15957,WestRock Packaging Systems UK Ltd,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,EUR,United Kingdom,OFFICE UTILITIES,Applicable,1,3,2026,2
iot-15958,Wilhelm Fischer,RCG GmbH,EUR,Germany,MAINTENANCE,Applicable,4,8,2026,2
iot-15959,Wilhelm Fischer,RCG GmbH,EUR,Germany,TECHNOLOGY,Applicable,1,1,2026,2
iot-15960,Willenbrock Fördertechnik Hannover,KION GROUP AG,EUR,Germany,LOGISTICS,Applicable,7,7,2026,2
iot-15961,Willis B.V.,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,EUR,The Netherlands,FEES,Applicable,1,1,2026,2
iot-15962,Willis Towers Watson NV/SA,WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY,EUR,Belgium,FEES,Applicable,1,1,2026,2
iot-15963,WilsonHCG-EMEA Limited,"Wilson Human Capital Group, Inc",EUR,Belgium,PEOPLE,Applicable,11,11,2026,2
iot-15964,WilsonHCG-EMEA Limited,"Wilson Human Capital Group, Inc",EUR,France,PEOPLE,Applicable,1,1,2026,2
iot-15965,WilsonHCG-EMEA Limited,"Wilson Human Capital Group, Inc",EUR,Germany,PEOPLE,Applicable,4,5,2026,2
iot-15966,WilsonHCG-EMEA Limited,"Wilson Human Capital Group, Inc",EUR,Italy,TRAVEL,Applicable,3,3,2026,2
iot-15967,WilsonHCG-EMEA Limited,"Wilson Human Capital Group, Inc",EUR,The Netherlands,PEOPLE,Applicable,1,1,2026,2
iot-15968,WilsonHCG-EMEA Limited,"Wilson Human Capital Group, Inc",EUR,United Kingdom,PEOPLE,Applicable,12,12,2026,2
iot-15969,WilsonHCG-EMEA Limited,"Wilson Human Capital Group, Inc",EUR,ZCC-Prague,PEOPLE,Applicable,6,6,2026,2
iot-15970,Winkler Studios,WINKLER STUDIOS,EUR,Germany,MARKETING,Applicable,3,3,2026,2
iot-15971,Wolfra Bayrische Natursaft Kelterei,Valensina GmbH,EUR,Germany,FINISHED PRODUCTS,Applicable,5,36,2026,2
iot-15972,Wolfra Bayrische Natursaft Kelterei,Valensina GmbH,EUR,Germany,PALLETS,Applicable,9,9,2026,2
iot-15973,Wolfram Chain,"Bain Capital, LP",EUR,The Netherlands,PEOPLE,Applicable,6,6,2026,2
iot-15974,Wonderful B.V.,Wonderland Products,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,29,37,2026,2
iot-15975,Wonderful B.V.,Wonderland Products,EUR,The Netherlands,PALLETS,Applicable,2,2,2026,2
iot-15976,YOUNG & CO'S BREWERY PLC,YOUNG & CO'S BREWERY PLC,EUR,United Kingdom,PACKAGING,Applicable,0,1,2026,2
iot-15977,YorkshireRepak Limited,YORKSHIRE REPAK GROUP LIMITED,EUR,United Kingdom,OTHER PARTS,Applicable,3,3,2026,2
iot-15978,YouGov CP Germany GmbH,YOUGOV PLC,EUR,Belgium,MARKETING,Applicable,1,2,2026,2
iot-15979,YouGov CP Netherlands B.V.,YOUGOV PLC,EUR,The Netherlands,MARKETING,Applicable,1,1,2026,2
iot-15980,ZECH Bau SE Niederlassung Kamü Brem,Zech Group SE,EUR,Germany,MAINTENANCE,Applicable,4,4,2026,2
iot-15981,ZEP INDUSTRIES,NM Z Parent Inc.,EUR,Belgium,AUXILIARY MATERIALS,Applicable,5,5,2026,2
iot-15982,ZEP INDUSTRIES,NM Z Parent Inc.,EUR,Belgium,MAINTENANCE,Applicable,13,14,2026,2
iot-15983,ZEP INDUSTRIES,NM Z Parent Inc.,EUR,Belgium,OFFICE UTILITIES,Applicable,2,2,2026,2
iot-15984,ZETES,PANASONIC HOLDINGS CORPORATION,EUR,Belgium,AUXILIARY MATERIALS,Applicable,12,14,2026,2
iot-15985,ZETES,PANASONIC HOLDINGS CORPORATION,EUR,Belgium,CUSTOMERS,Applicable,1,1,2026,2
iot-15986,ZETES,PANASONIC HOLDINGS CORPORATION,EUR,Belgium,MAINTENANCE,Applicable,4,4,2026,2
iot-15987,ZETES,ZETES INDUSTRIES,EUR,The Netherlands,OFFICE UTILITIES,Applicable,2,2,2026,2
iot-15988,Zellis UK LIMITED,Zorro Topco Limited,EUR,United Kingdom,TECHNOLOGY,Applicable,1,1,2026,2
iot-15989,Zetes NV,PANASONIC HOLDINGS CORPORATION,EUR,Belgium,MAINTENANCE,Applicable,2,2,2026,2
iot-15990,adm Promotions Spain SL,MANDOLIN TOPCO LIMITED,EUR,Italy,SALES,Applicable,13,20,2026,2
iot-15991,besecke GmbH & Co.KG,Lürssen Maritime Beteiligungen GmbH & Co. Kommanditgesellschaft,EUR,Germany,MAINTENANCE,Applicable,0,1,2026,2
iot-15992,centrum voor technische automobieli,KBTC Holding,EUR,Belgium,LOGISTICS,Applicable,0,1,2026,2
iot-15993,decoTX ( biopla),DecoTX,EUR,Italy,SALES,Applicable,0,3,2026,2
iot-15994,dicom GmbH,Elvaston Capital Fund V GmbH & Co. geschlossene Investment-KG,EUR,Germany,MARKETING,Applicable,0,1,2026,2
iot-15995,e*Message Deutschland GmbH,Liberta Partners Fund II GmbH & Co. KG,EUR,Germany,TECHNOLOGY,Applicable,8,8,2026,2
iot-15996,eindhovense carrosseriefabriek,Jurovo Beheer B.V.,EUR,The Netherlands,BEER DISPENSE MATERIALS,Applicable,6,6,2026,2
iot-15997,elko & Werder Security  GmbH,elko & Werder Security GmbH,EUR,Germany,SERVICES,Applicable,1,1,2026,2
iot-15998,ifm electronic,Martin Franz Buck-Stiftung,EUR,Belgium,MAINTENANCE,Applicable,0,1,2026,2
iot-15999,joma-service GmbH,JOMA SERVICE,EUR,Belgium,MAINTENANCE,Applicable,1,1,2026,2
iot-16000,lisco bvba,LISCO,EUR,Belgium,LOGISTICS,Applicable,1,1,2026,2
iot-16001,lisco bvba,LISCO,EUR,Belgium,MAINTENANCE,Applicable,11,11,2026,2
iot-16002,s.a. METAROM BENELUX n.v.,METAROM GLOBAL,EUR,Belgium,OTHER RAW MATERIALS,Applicable,1,1,2026,2
iot-16003,sennder Deutschland GmbH,sennder Technologies GmbH,EUR,Germany,LOGISTICS,Applicable,5,5,2026,2
iot-16004,sennder Deutschland GmbH,sennder Technologies GmbH,EUR,United Kingdom,LOGISTICS,Applicable,1,1,2026,2
iot-16005,total Energies,Facilicom Group N.V.,EUR,Belgium,LOGISTICS,Applicable,0,2,2026,2
iot-16006,vision-tec gmbh,vision-tec Patent GmbH,EUR,Germany,MAINTENANCE,Applicable,1,1,2026,2
iot-16007,1st Containers UK Limited,1ST CONTAINERS (UK) LIMITED,EUR,United Kingdom,LOGISTICS,Applicable,0,1,2026,3
iot-16008,"2.DSP, s.r.o.","BARCELO CORPORACION EMPRESARIAL, SA",EUR,Belgium,PEOPLE,Applicable,1,5,2026,3
iot-16009,3hoog bv,Obelisk Group,EUR,Belgium,INSTITUTIONAL,Applicable,9,12,2026,3
iot-16010,A & C Plastic Kunstoff,Alimex GmbH,EUR,Belgium,OTHER PACKAGING,Applicable,1,1,2026,3
iot-16011,A & C Plastic Kunstoff,Alimex GmbH,EUR,Germany,FILMS,Applicable,15,15,2026,3
iot-16012,A.B.M. (atelier belge de la,RICHEMON GROUP INTERNATIONAL II,EUR,Belgium,MAINTENANCE,Applicable,9,9,2026,3
iot-16013,AB Blåkläder Belgium,AB Blåkläder,EUR,Belgium,LABELS,Applicable,3,3,2026,3
iot-16014,AB Blåkläder Belgium,AB Blåkläder,EUR,Belgium,LOGISTICS,Applicable,2,2,2026,3
iot-16015,AB Blåkläder Belgium,AB Blåkläder,EUR,Belgium,SERVICES,Applicable,5,5,2026,3
iot-16016,AB Blåkläder Belgium,AB Blåkläder,EUR,Belgium,TRAVEL,Applicable,6,13,2026,3
iot-16017,AB Blåkläder Belgium,AB Blåkläder,EUR,Belgium,WORKING AND SAFETY MATERIALS,Applicable,117,123,2026,3
iot-16018,AB Blåkläder Belgium,AB Blåkläder,EUR,Germany,WORKING AND SAFETY MATERIALS,Applicable,24,24,2026,3
iot-16019,AB Blåkläder Belgium,AB Blåkläder,EUR,Luxembourg,WORKING AND SAFETY MATERIALS,Applicable,9,9,2026,3
iot-16020,AB Blåkläder Belgium,AB Blåkläder,EUR,The Netherlands,SALES,Applicable,1,1,2026,3
iot-16021,AB Blåkläder Belgium,AB Blåkläder,EUR,The Netherlands,SERVICES,Applicable,3,3,2026,3
iot-16022,AB Blåkläder Belgium,AB Blåkläder,EUR,The Netherlands,TRAVEL,Applicable,3,3,2026,3
iot-16023,AB Blåkläder Belgium,AB Blåkläder,EUR,The Netherlands,WORKING AND SAFETY MATERIALS,Applicable,117,118,2026,3
iot-16024,ABB,ABB Ltd,EUR,Belgium,MAINTENANCE,Applicable,1,1,2026,3
iot-16025,ABBAYE DE VAL DIEU,Brasserie de l'Abbaye du Val-Dieu,EUR,Belgium,CORRUGATED BOARD,Applicable,2,2,2026,3
iot-16026,ABBAYE DE VAL DIEU,Brasserie de l'Abbaye du Val-Dieu,EUR,Belgium,FINISHED PRODUCTS,Applicable,7,7,2026,3
iot-16027,ABBAYE DE VAL DIEU,Brasserie de l'Abbaye du Val-Dieu,EUR,Belgium,KEGS,Applicable,2,2,2026,3
iot-16028,ABBAYE DE VAL DIEU,Brasserie de l'Abbaye du Val-Dieu,EUR,Belgium,PALLETS,Applicable,2,2,2026,3
iot-16029,ABC Industrial Parts,ABC INDUSTRIAL PARTS,EUR,Belgium,MAINTENANCE,Applicable,3,7,2026,3
iot-16030,ABC Industrial Parts,ABC INDUSTRIAL PARTS,EUR,Belgium,TECHNOLOGY,Applicable,2,2,2026,3
iot-16031,ABTS,WPEF IX Holdco 3 B.V.,EUR,Belgium,CORRUGATED BOARD,Applicable,5,5,2026,3
iot-16032,ABTS,WPEF IX Holdco 3 B.V.,EUR,Belgium,FINISHED PRODUCTS,Applicable,32,32,2026,3
iot-16033,ABTS,WPEF IX Holdco 3 B.V.,EUR,Belgium,PALLETS,Applicable,8,9,2026,3
iot-16034,ABTS,WPEF IX Holdco 3 B.V.,EUR,Belgium,PLASTIC CRATES,Applicable,1,1,2026,3
iot-16035,ACALIN SA,Sancofa,EUR,Belgium,MAINTENANCE,Applicable,22,22,2026,3
iot-16036,ACCSYS GMBH,ACCSYS GMBH,EUR,Germany,INSTITUTIONAL,Applicable,1,1,2026,3
iot-16037,ACHELSE KLUIS,Drigima,EUR,Belgium,FINISHED PRODUCTS,Applicable,0,1,2026,3
iot-16038,ACMI SPA,OMNIA TECHNOLOGIES HOLDING SPA,EUR,Belgium,MAINTENANCE,Applicable,2,4,2026,3
iot-16039,ACS-CONTROL-SYSTEM GMBH,GENUI II GmbH & Co. geschl. InvKG,EUR,Germany,MAINTENANCE,Applicable,1,1,2026,3
iot-16040,ADM Promotions Spain SLU (NL VAT),ADM GROUP,EUR,Germany,LOGISTICS,Applicable,1,1,2026,3
iot-16041,ADM Promotions Spain SLU (NL VAT),ADM GROUP,EUR,Germany,SALES,Applicable,0,3,2026,3
iot-16042,ADM Promotions Spain SLU (NL VAT),ADM GROUP,EUR,Sweden,SALES,Applicable,0,7,2026,3
iot-16043,ADM Promotions UK Limited,ADM GROUP,EUR,United Kingdom,SALES,Applicable,1,3,2026,3
iot-16044,AERZEN BELGIUM,Aerzen Holding GmbH,EUR,Belgium,MAINTENANCE,Applicable,2,2,2026,3
iot-16045,AGR Netherlands Coöperatie U.A.,AGR NETHERLANDS COÖPERATIE U A,EUR,Germany,OTHER CONSUMABLES,Applicable,1,1,2026,3
iot-16046,AGR Netherlands Coöperatie U.A.,AGR NETHERLANDS COÖPERATIE U A,EUR,United Kingdom,OTHER PACKAGING,Applicable,2,2,2026,3
iot-16047,AGROLAB LUFA GmbH,Familie Wimmer Vermögensverwaltungs GmbH,EUR,Germany,MAINTENANCE,Applicable,1,1,2026,3
iot-16048,AIR PRODUCTS,"Air Products and Chemicals, Inc.",EUR,Belgium,BOTTLES,Applicable,1,1,2026,3
iot-16049,AIR PRODUCTS,"Air Products and Chemicals, Inc.",EUR,Belgium,ENERGY & FLUIDS,Applicable,27,30,2026,3
iot-16050,AIR PRODUCTS,"Air Products and Chemicals, Inc.",EUR,Belgium,KEGS,Applicable,3,3,2026,3
iot-16051,AIR PRODUCTS,"Air Products and Chemicals, Inc.",EUR,Belgium,MAINTENANCE,Applicable,5,6,2026,3
iot-16052,AIR PRODUCTS,"Air Products and Chemicals, Inc.",EUR,Belgium,OTHER CONSUMABLES,Applicable,6,7,2026,3
iot-16053,AIR PRODUCTS,"Air Products and Chemicals, Inc.",EUR,Belgium,PALLETS,Applicable,3,3,2026,3
iot-16054,AIR PRODUCTS NEDERLAND BV,AIR PRODUCTS AND CHEMICALS,EUR,The Netherlands,ENERGY & FLUIDS,Applicable,3,3,2026,3
iot-16055,AJINOMOTO OMNICHEM,"AJINOMOTO CO., INC.",EUR,Belgium,OTHER AUXILIARIES,Applicable,1,1,2026,3
iot-16056,ALEXANDRE,ALEXANDRE,EUR,Belgium,MAINTENANCE,Applicable,1,1,2026,3
iot-16057,ALLROUND PRINTING,LaRu B.V.,EUR,The Netherlands,SALES,Applicable,0,1,2026,3
iot-16058,ALPAGRO PLASTICS,Alpala,EUR,Belgium,MARKETING,Applicable,1,1,2026,3
iot-16059,ALPAGRO PLASTICS,Alpala,EUR,Belgium,OTHER PACKAGING,Applicable,2,2,2026,3
iot-16060,ALT Technologies BV,Advanced Safety Technologies B.V.,EUR,Belgium,OTHER PACKAGING,Applicable,1,1,2026,3
iot-16061,AMAZON EU SARL,"Amazon.com, Inc.",EUR,Germany,LOGISTICS,Applicable,11,11,2026,3
iot-16062,AMAZON ONLINE ITALY SRL,"Amazon.com, Inc.",EUR,Italy,MARKETING,Applicable,1,1,2026,3
iot-16063,AMBAFLEX,ABF HOLDING,EUR,Belgium,MAINTENANCE,Applicable,0,2,2026,3
iot-16064,AMBROGIO TRASPORTI S.P.A.,Wilpro Beheer B.V.,EUR,Belgium,LOGISTICS,Applicable,6,6,2026,3
iot-16065,AMBROGIO TRASPORTI S.P.A.,Wilpro Beheer B.V.,EUR,The Netherlands,LOGISTICS,Applicable,1,1,2026,3
iot-16066,AMBROISE BOUVIER TRANSPORTS,AMBROISE BOUVIER TRANSPORTS,EUR,France,LOGISTICS,Applicable,5,5,2026,3
iot-16067,ANKER AMSTERDAM SPIRIT BV,Stichting Administratiekantoor Sarabel Invest,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,270,311,2026,3
iot-16068,ANTON PAAR BELGIUM,SANTNER PRIVATSTIFTUNG,EUR,Belgium,MAINTENANCE,Applicable,4,4,2026,3
iot-16069,API SCHMIDT-BRETTEN Gmbh & Co KG,API SCHMIDT-BRETTEN,EUR,Belgium,MAINTENANCE,Applicable,1,1,2026,3
iot-16070,APOTHEEK TEMMERMAN,Temmerman,EUR,Belgium,MAINTENANCE,Applicable,4,4,2026,3
iot-16071,APOTHEEK TEMMERMAN,Temmerman,EUR,Belgium,PEOPLE,Applicable,1,1,2026,3
iot-16072,APPELAERE BV,Stichting Administratiekantoor De Appelaere Holding,EUR,The Netherlands,CORRUGATED BOARD,Applicable,2,2,2026,3
iot-16073,APPELAERE BV,Stichting Administratiekantoor De Appelaere Holding,EUR,The Netherlands,FINISHED PRODUCTS,Applicable,5,7,2026,3
iot-16074,APPELAERE BV,Stichting Administratiekantoor De Appelaere Holding,EUR,The Netherlands,PALLETS,Applicable,4,5,2026,3
iot-16075,AQUA RESI SYSTEMS SPRL,AQUA RESI SYSTEMS,EUR,Belgium,OTHER CONSUMABLES,Applicable,2,2,2026,3
iot-16076,AQUAPROX BENELUX SA,AQUAPROX HOLDING,EUR,Belgium,AUXILIARY MATERIALS,Applicable,0,1,2026,3
iot-16077,ARC INTERNATIONAL FRANCE SAS,ARC HOLDINGS,EUR,France,SALES,Applicable,1,1,2026,3
iot-16078,ARC INTERNATIONAL FRANCE SAS,ARC HOLDINGS,EUR,Italy,SALES,Applicable,0,5,2026,3
iot-16079,ARC INTERNATIONAL FRANCE SAS,ARC HOLDINGS,EUR,United Kingdom,SALES,Applicable,2,2,2026,3
iot-16080,ARCA-Regler GmbH,Arca Regler GmbH,EUR,Germany,MAINTENANCE,Applicable,1,1,2026,3
iot-16081,ARDAGH GLASS LTD,ARDAGH GROUP,EUR,Belgium,BOTTLES,Applicable,74,75,2026,3
iot-16082,ARDAGH GLASS LTD,ARDAGH GROUP,EUR,United Kingdom,BOTTLES,Applicable,774,787,2026,3
iot-16083,ARSENAL FOOTBALL CLUB PLC,ARSENAL FOOTBALL CLUB PLC,EUR,United Kingdom,MARKETING,Applicable,0,1,2026,3
iot-16084,ARVAL BELGIUM,BNP PARIBAS,EUR,Belgium,LOGISTICS,Applicable,9,12,2026,3
iot-16085,AS-MECHANICS,AS Mechanics,EUR,Belgium,MAINTENANCE,Applicable,14,21,2026,3
iot-16086,ASPLA,ARMANDO ALVAREZ SA,EUR,Germany,FILMS,Applicable,3,3,2026,3
iot-16087,ASTREA,ASTREA,EUR,Belgium,LEGAL,Applicable,8,8,2026,3
iot-16088,AT2E,APPLICAT TECHNOLOG ELECTRIQ ELECTRON,EUR,The Netherlands,OTHER CONSUMABLES,Applicable,0,1,2026,3
iot-16089,ATELIER A. HENRARD,Henrard Invest,EUR,Belgium,MAINTENANCE,Applicable,3,5,2026,3
iot-16090,ATHENA RETAIL SRL,Retail Logistics Excellence - RELEX Oy,EUR,Italy,MARKETING,Applicable,0,1,2026,3
iot-16091,ATLAS COPC KOMPRESSOREN UND,Atlas Copco AB,EUR,Germany,ENERGY & FLUIDS,Applicable,1,1,2026,3
iot-16092,ATLAS COPC KOMPRESSOREN UND,Atlas Copco AB,EUR,Germany,MAINTENANCE,Applicable,0,1,2026,3
iot-16093,ATLAS COPCO NEDERLAND BV,ATLAS COPCO,EUR,The Netherlands,MAINTENANCE,Applicable,1,1,2026,3
iot-16094,ATS LU,ETS ANTOINE,EUR,Luxembourg,BEER DISPENSE MATERIALS,Applicable,7,7,2026,3
iot-16095,AUCHAN LOGISTIQUE QUINQUIN,SURAUMARCHE,EUR,France,LOGISTICS,Applicable,2,2,2026,3
iot-16096,AVD BELGIUM,Alltorq Ltd,EUR,Belgium,MAINTENANCE,Applicable,1,1,2026,3
iot-16097,AXA Versicherungen AG,AXA ASSURANCES,EUR,Switzerland,FEES,Applicable,3,3,2026,3
iot-16098,AXUS NV,SOCIETE GENERALE,EUR,Belgium,LOGISTICS,Applicable,15,15,2026,3
iot-16099,AYANO Belgium nv,Ayano Group,EUR,Belgium,BOTTLES,Applicable,2,2,2026,3
iot-16100,AYANO Belgium nv,Ayano Group,EUR,The Netherlands,BOTTLES,Applicable,1,1,2026,3
iot-16101,Abrechnungsorganisation für Leistun,FSA,EUR,Germany,WORKING AND SAFETY MATERIALS,Applicable,1,1,2026,3
iot-16102,Accenture N.V.,ACCENTURE,EUR,Belgium,TECHNOLOGY,Applicable,3,4,2026,3
